,intervals,Anomaly_Score,timestamps,Data
8085,0.006008148193359375,0.04065184287361456,1671030748.451075,167#008000000001E300
8103,0.006002187728881836,0.04154647495996644,1671030748.469988,3B5#FFFDFFFDFFFDFFFD
8117,0.008332967758178711,0.13873946175715224,1671030748.491409,167#008000000001E300
8134,0.005937099456787109,0.04065184287361456,1671030748.509645,188#4000000000000000
8153,0.0074269771575927734,0.10119668679292182,1671030748.530519,3A6#0E600B045F000000
8184,0.005484819412231445,0.020371208836891697,1671030748.551128,167#008000000001E300
8198,0.007801055908203125,0.11598558685569749,1671030748.570921,167#008000000001E300
8213,0.0052449703216552734,0.014372089412440281,1671030748.588437,290#0000000000000000
8234,0.006843090057373047,0.07863687861805091,1671030748.611129,167#008000000001E300
8248,0.00801706314086914,0.12048110939928991,1671030748.631138,167#008000000001E300
8313,0.006220102310180664,0.050200171689638085,1671030748.670835,167#008000000001E300
8325,0.008594036102294922,0.14803676839324753,1671030748.691155,167#008000000001E300
8344,0.006474018096923828,0.06738336670218281,1671030748.710207,40A#C100FFFFFFFFFFFF
8360,0.006709098815917969,0.07439538297467296,1671030748.729733,22C#0802000000000000
8397,0.0060842037200927734,0.04513713383098883,1671030748.751125,167#008000000001E300
8413,0.00816488265991211,0.12803474751847765,1671030748.771138,167#008000000001E300
8427,0.005664825439453125,0.026215277820220928,1671030748.788591,290#0000000000000000
8448,0.0049059391021728516,0.004673895337993117,1671030748.811123,167#008000000001E300
8464,0.008161067962646484,0.12803474751847765,1671030748.831140,167#008000000001E300
8495,0.00557398796081543,0.020556006256848613,1671030748.851142,167#008000000001E300
8511,0.0062367916107177734,0.052016523346870236,1671030748.870885,167#008000000001E300
8527,0.007771968841552734,0.11548777203827443,1671030748.891022,167#008000000001E300
8546,0.006815195083618164,0.07816432487889358,1671030748.910638,38D#2000000000000000
8566,0.006743907928466797,0.07533570680336943,1671030748.929720,2A0#FFFFFFFF00001E00
8599,0.006097078323364258,0.046488649442426366,1671030748.951116,167#008000000001E300
8615,0.005400180816650391,0.018144353880633513,1671030748.968481,091#0E01010C1C180000
8632,0.006162881851196289,0.04739118508190465,1671030748.988586,192#B010000000000000
8709,0.008049964904785156,0.12148383738390012,1671030749.031131,167#008000000001E300
8740,0.005894184112548828,0.03806753678151675,1671030749.051176,167#008000000001E300
8758,0.006840944290161133,0.07863687861805091,1671030749.070946,167#008000000001E300
8772,0.008162975311279297,0.12803474751847765,1671030749.091148,167#008000000001E300
8789,0.006928205490112305,0.08466778748115888,1671030749.110258,40A#C102FFFFFFFFFFFF
8806,0.0057790279388427734,0.03203088495000517,1671030749.128620,45E#3008000000000000
8842,0.005304813385009766,0.011311192584442797,1671030749.150920,167#008000000001E300
8856,0.005769968032836914,0.029245492259004746,1671030749.168488,45E#4052000000000000
8873,0.005738019943237305,0.031005056510376328,1671030749.188628,290#0000000000000000
8909,0.0060558319091796875,0.041099007592839576,1671030749.228731,462#FFFCFFFCFFFEFFFC
8962,0.0064699649810791016,0.06738336670218281,1671030749.271098,167#008000000001E300
8975,0.006268978118896484,0.05383779733656224,1671030749.288690,45E#2000190000100000
8996,0.0069048404693603516,0.0841911546916676,1671030749.310216,40A#C104FFFFFFFFFFFF
9011,0.005728006362915039,0.03144569213746551,1671030749.328607,45E#7010000000000008
9044,0.0059969425201416016,0.04065184287361456,1671030749.351141,167#008000000001E300
9061,0.00849294662475586,0.14028116047863037,1671030749.371145,167#008000000001E300
9076,0.00571894645690918,0.031005056510376328,1671030749.388551,290#0000000000000000
9096,0.006880998611450195,0.0837148442763298,1671030749.410634,3B8#FFFFFFFF00000000
9112,0.008394002914428711,0.139766913168204,1671030749.431018,167#008000000001E300
9142,0.005464076995849609,0.019938063519443938,1671030749.451139,167#008000000001E300
9158,0.005441904067993164,0.021608000884855816,1671030749.470104,3B5#FFFDFFFDFFFDFFFD
9175,0.008482217788696289,0.14028116047863037,1671030749.491120,167#008000000001E300
9193,0.005898952484130859,0.03806753678151675,1671030749.509537,188#4000000000000000
9209,0.008161067962646484,0.12803474751847765,1671030749.530575,3A6#0E600B045F000000
9241,0.005879878997802734,0.037476426303234445,1671030749.551112,167#008000000001E300
9256,0.008048057556152344,0.12198571042979645,1671030749.570945,167#008000000001E300
9269,0.006407976150512695,0.06450236481311,1671030749.588634,290#0000000000000000
9291,0.00727391242980957,0.09963324921016581,1671030749.610910,167#008000000001E300
9305,0.008103132247924805,0.1224879231510243,1671030749.631097,167#008000000001E300
9352,0.0055789947509765625,0.0192570742757896,1671030749.651164,167#008000000001E300
9370,0.006905078887939453,0.0841911546916676,1671030749.670901,167#008000000001E300
9384,0.008206844329833984,0.12854105432026253,1671030749.691155,167#008000000001E300
9401,0.007172107696533203,0.0942970169260976,1671030749.710268,40A#C000000034792000
9417,0.008275985717773438,0.13311326382816724,1671030749.730642,3A6#0E600B045F000000
9453,0.0052869319915771484,0.01088417507677586,1671030749.750862,167#008000000001E300
9467,0.00851583480834961,0.1413106994863167,1671030749.770814,167#008000000001E300
9484,0.00608515739440918,0.04513713383098883,1671030749.788593,290#0000000000000000
9519,0.008761882781982422,0.1569221368323499,1671030749.831127,167#008000000001E300
9551,0.006115913391113281,0.046488649442426366,1671030749.851212,167#008000000001E300
9568,0.006906032562255859,0.0841911546916676,1671030749.871164,167#008000000001E300
9582,0.008774995803833008,0.1569221368323499,1671030749.890975,167#008000000001E300
9602,0.007150888442993164,0.0947804895172758,1671030749.910244,38D#2000000000000000
9622,0.007766008377075195,0.1144931522780277,1671030749.930624,3A6#0E600B045F000000
9654,0.005848884582519531,0.03449963542991097,1671030749.951180,167#008000000001E300
9674,0.007509946823120117,0.10413050135842716,1671030749.970011,3B5#FFFDFFFDFFFDFFFD
9690,0.005438089370727539,0.021608000884855816,1671030749.988377,192#B010000000000000
9765,0.008723020553588867,0.15587148714135035,1671030750.031126,167#008000000001E300
9796,0.0056209564208984375,0.024032742180205013,1671030750.051174,167#008000000001E300
9812,0.0068089962005615234,0.07816432487889358,1671030750.070763,51E#1E04000000000000
9829,0.008845090866088867,0.16219676394623894,1671030750.091151,167#008000000001E300
9847,0.00681304931640625,0.07816432487889358,1671030750.110192,40A#C101FFFFFFFFFFFF
9861,0.0061910152435302734,0.048388729061344615,1671030750.128581,45E#3008000000000000
9898,0.0059740543365478516,0.04154647495996644,1671030750.151117,167#008000000001E300
9913,0.007277011871337891,0.09963324921016581,1671030750.170147,331#C00005A70A000002
9928,0.006409883499145508,0.06450236481311,1671030750.188556,290#0000000000000000
9950,0.0074961185455322266,0.10364070481678178,1671030750.211153,167#008000000001E300
9966,0.008038043975830078,0.12048110939928991,1671030750.231023,048#000000000700E000
