,data,Anomaly_Score,Timestamps
9278,43E#0037100000000000,0.0037931425613647596,1671030749.592667
9290,430#CD00073488002401,0.017091422743919504,1671030749.603519
9294,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.611775
9303,2AC#3000000000000000,0.004293990151188198,1671030749.622438
9351,43E#0037100000000000,0.0037931425613647596,1671030749.645000
9391,43E#0037100000000000,0.0037931425613647596,1671030749.692437
9400,430#CD00073488002401,0.017091422743919504,1671030749.702854
9407,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.711836
9417,2AC#3000000000000000,0.004293990151188198,1671030749.722366
9453,43E#0037100000000000,0.0037931425613647596,1671030749.745575
9491,43E#0037100000000000,0.0037931425613647596,1671030749.792244
9504,430#CD00073488002401,0.017091422743919504,1671030749.803815
9509,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.811464
9519,2AC#3000000000000000,0.004293990151188198,1671030749.822365
9551,43E#0037100000000000,0.0037931425613647596,1671030749.845096
9590,43E#0037100000000000,0.0037931425613647596,1671030749.892673
9601,430#CD00073488002401,0.017091422743919504,1671030749.902937
9607,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030749.911434
9620,2AC#3000000000000000,0.004293990151188198,1671030749.922365
9654,43E#0037100000000000,0.0037931425613647596,1671030749.945331
9710,43E#0037100000000000,0.0037931425613647596,1671030749.993203
9746,430#CD00073488002401,0.017091422743919504,1671030750.007707
9755,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030750.012379
9765,2AC#3000000000000000,0.004293990151188198,1671030750.022403
9796,43E#0037100000000000,0.0037931425613647596,1671030750.045553
9835,43E#0037100000000000,0.0037931425613647596,1671030750.092124
9846,430#CD00073488002401,0.017091422743919504,1671030750.103160
9851,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030750.111444
9861,2AC#3000000000000000,0.004293990151188198,1671030750.122390
9898,43E#0037100000000000,0.0037931425613647596,1671030750.145143
9937,43E#0037100000000000,0.0037931425613647596,1671030750.192656
9949,430#CD00073488002401,0.017091422743919504,1671030750.203497
9952,076#BE807FFFFFFFFFF2,0.003248873038308453,1671030750.211179
9964,2AC#3000000000000000,0.004293990151188198,1671030750.222358
